"Code","Description","MedicalFrequency","AHDFrequency"
"B62x000","T-zone lymphoma","13","0"
"B610800","","0","0"
"B61z500","Hodgkin's disease NOS of lymph nodes inguinal region and leg","5","0"
"B615700","","0","0"
"B613400","Hodgkin's, lymphocytic-histiocytic pred axilla and arm","2","0"
"B611100","Hodgkin's granuloma of lymph nodes of head, face and neck","2","0"
"B627911","Maltoma","39","1"
"B620600","","0","0"
"B622z00","Sezary's disease NOS","3","0"
"B601200","Lymphosarcoma of intrathoracic lymph nodes","2","0"
"B627X00","Diffuse non-Hodgkin's lymphoma, unspecified","119","1"
"B622000","","0","0"
"ByuDF11","[X]Non-Hodgkin's lymphoma NOS","528","8"
"B628100","Follicular lymphoma grade 2","24","0"
"B611z00","","0","0"
"B62y200","Malignant lymphoma NOS of intrathoracic lymph nodes","6","0"
"B62E500","Hepatosplenic T-cell lymphoma","3","0"
"B616800","Hodgkin's lymphocytic depletion lymph nodes multiple sites","1","0"
"B63z.00","Immunoproliferative neoplasm or myeloma NOS","49","1"
"B614500","","0","0"
"B612200","","0","0"
"ByuDE00","[X]Unspecified B-cell non-Hodgkin's lymphoma","70","0"
"B61z.11","Hodgkin lymphoma NOS","12","0"
"B616000","Hodgkin's lymphocytic depletion of unspecified site","5","0"
"B600z00","Reticulosarcoma NOS","3","0"
"B621700","","0","0"
"B602200","Burkitt's lymphoma of intrathoracic lymph nodes","3","0"
"B622.11","Sezary disease","1","0"
"B62x500","Malignant immunoproliferative small intestinal disease","1","0"
"B627500","Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma","12","1"
"B610500","","0","0"
"B612800","","0","0"
"B611.00","Hodgkin's granuloma","10","0"
"B615400","","0","0"
"B613100","Hodgkin's, lymphocytic-histiocytic pred of head, face, neck","7","0"
"B601z00","Lymphosarcoma NOS","8","1"
"B620300","Nodular lymphoma of intra-abdominal lymph nodes","10","0"
"B61A.00","","0","0"
"B622600","","0","0"
"B61z200","Hodgkin's disease NOS of intrathoracic lymph nodes","15","0"
"B601100","Lymphosarcoma of lymph nodes of head, face and neck","7","0"
"B62zz11","Immunoproliferative neoplasm","3","0"
"B67y000","Lymphosarcoma cell leukaemia","1","0"
"B62y700","Malignant lymphoma NOS of spleen","25","0"
"B628600","Cutaneous follicle centre lymphoma","8","0"
"B611600","","0","0"
"B613z00","Hodgkin's, lymphocytic-histiocytic predominance NOS","4","0"
"B62E200","Anaplastic large cell lymphoma, ALK-negative","12","0"
"ByuD200","[X]Other types of diffuse non-Hodgkin's lymphoma","24","0"
"B628.00","Follicular lymphoma","1071","10"
"B616500","","0","0"
"B614200","Hodgkin's nodular sclerosis of intrathoracic lymph nodes","14","0"
"B627E00","Diffuse large B-cell lymphoma","815","7"
"B600800","","0","0"
"B621400","Mycosis fungoides of lymph nodes of axilla and upper limb","1","0"
"B600.00","Reticulosarcoma","37","0"
"B62zz00","Lymphoid and histiocytic malignancy NOS","8","0"
"B62x600","True histiocytic lymphoma","2","0"
"B627600","Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma","5","0"
"B602100","Burkitt's lymphoma of lymph nodes of head, face and neck","1","0"
"B610600","","0","0"
"B612z00","","0","0"
"B62x.00","Malignant lymphoma otherwise specified","1015","31"
"B627.00","Non - Hodgkin's lymphoma","14912","321"
"B615500","Hodgkin's mixed cellularity of lymph nodes inguinal and leg","1","0"
"B640011","Mature B-cell leukaemia Burkitt-type","1","0"
"B613200","Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes","3","0"
"B620400","Nodular lymphoma of lymph nodes of axilla and upper limb","1","0"
"B622700","","0","0"
"B61z300","Hodgkin's disease NOS of intra-abdominal lymph nodes","3","0"
"B601800","Lymphosarcoma of lymph nodes of multiple sites","3","0"
"B64z.00","Lymphoid leukaemia NOS","63","2"
"B622.00","Sezary's disease","94","2"
"B62y800","Malignant lymphoma NOS of lymph nodes of multiple sites","110","0"
"B628700","Other types of follicular lymphoma","3","0"
"B601000","Lymphosarcoma of unspecified site","3","0"
"B611700","","0","0"
"ByuD300","[X]Other specified types of non-Hodgkin's lymphoma","22","0"
"B62y000","Malignant lymphoma NOS of unspecified site","29","0"
"B62E300","Cutaneous T-cell lymphoma","42","0"
"B627.11","Non-Hodgkin lymphoma","172","1"
"B616600","","0","0"
"B612000","","0","0"
"B627F00","Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss","17","0"
"B614300","Hodgkin's nodular sclerosis of intra-abdominal lymph nodes","2","0"
"B616.00","Hodgkin's disease, lymphocytic depletion","15","1"
"B621500","Mycosis fungoides of lymph nodes of inguinal region and leg","6","0"
"ByuDC00","[X]Diffuse non-Hodgkin's lymphoma, unspecified","7","0"
"B600700","Reticulosarcoma of spleen","1","0"
"B627300","Diffuse non-Hodgkin's small cell (diffuse) lymphoma","19","0"
"B602000","Burkitt's lymphoma of unspecified site","2","0"
"B621200","","0","0"
"B610300","","0","0"
"B612600","","0","0"
"B62F100","Mantle cell lymphoma","336","9"
"B614z00","Hodgkin's disease, nodular sclerosis NOS","60","0"
"B61z800","Hodgkin's disease NOS of lymph nodes of multiple sites","12","0"
"B620z00","Nodular lymphoma NOS","55","0"
"B615200","Hodgkin's mixed cellularity of intrathoracic lymph nodes","1","0"
"B61z000","Hodgkin's disease NOS, unspecified site","24","0"
"B622400","","0","0"
"B601700","","0","0"
"B628400","Follicular lymphoma grade 3b","8","0"
"B62y500","Malignant lymphoma NOS of lymph node inguinal region and leg","11","0"
"B620000","Nodular lymphoma of unspecified site","22","0"
"B622300","","0","0"
"B62E000","","0","0"
"B611400","","0","0"
"B613700","","0","0"
"ByuD000","[X]Other Hodgkin's disease","17","0"
"B62E800","Blastic NK-cell lymphoma","3","0"
"B627C00","Follicular non-Hodgkin's lymphoma","841","2"
"B614000","Hodgkin's disease, nodular sclerosis of unspecified site","13","0"
"B610200","","0","0"
"B616300","","0","0"
"B602z00","Burkitt's lymphoma NOS","9","0"
"B618.00","Nodular sclerosis classical Hodgkin lymphoma","21","0"
"B600600","","0","0"
"B627400","","0","0"
"B62F200","Lymphoblastic (diffuse) lymphoma","14","0"
"B612700","","0","0"
"B610400","Hodgkin's paragranuloma of lymph nodes of axilla and arm","1","0"
"B61zz00","Hodgkin's disease NOS","182","0"
"B613000","Hodgkin's, lymphocytic-histiocytic predominance unspec site","5","0"
"B615300","","0","0"
"B620200","Nodular lymphoma of intrathoracic lymph nodes","1","0"
"B622500","","0","0"
"B617.00","Nodular lymphocyte predominant Hodgkin lymphoma","24","0"
"B601600","","0","0"
"B61z100","Hodgkin's disease NOS of lymph nodes of head, face and neck","35","0"
"B628500","Diffuse follicle centre lymphoma","9","0"
"B62y600","Malignant lymphoma NOS of intrapelvic lymph nodes","3","0"
"B601.00","Lymphosarcoma","188","0"
"B620100","Nodular lymphoma of lymph nodes of head, face and neck","30","0"
"B613800","Hodgkin's, lymphocytic-histiocytic pred of multiple sites","1","0"
"B62y.00","Malignant lymphoma NOS","5368","54"
"B62E100","Anaplastic large cell lymphoma, ALK-positive","19","0"
"B611500","","0","0"
"ByuD100","[X]Other types of follicular non-Hodgkin's lymphoma","6","0"
"B627D00","Diffuse non-Hodgkin's centroblastic lymphoma","7","0"
"B614100","Hodgkin's nodular sclerosis of head, face and neck","26","0"
"B62E900","Angioimmunoblastic T-cell lymphoma","39","0"
"B612.00","Hodgkin's sarcoma","8","0"
"B616400","Hodgkin's lymphocytic depletion lymph nodes axilla and arm","3","0"
"B621300","Mycosis fungoides of intra-abdominal lymph nodes","1","0"
"B630011","","0","0"
"B600500","","0","0"
"B61B.00","Lymphocyte-rich classical Hodgkin lymphoma","5","0"
"B62EA00","Primary cutaneous CD30-positive T-cell proliferations","7","0"
"B602800","Burkitt's lymphoma of lymph nodes of multiple sites","3","0"
"B627100","Follicular non-Hodg mixed sml cleavd & lge cell lymphoma","7","0"
"B602.00","Burkitt's lymphoma","455","7"
"B600300","Reticulosarcoma of intra-abdominal lymph nodes","1","0"
"B621000","Mycosis fungoides of unspecified site","17","0"
"ByuDF00","[X]Non-Hodgkin's lymphoma, unspecified type","566","10"
"B614700","Hodgkin's disease, nodular sclerosis of spleen","2","0"
"B610z00","","0","0"
"B62E611","","0","0"
"B62x100","Lymphoepithelioid lymphoma","9","0"
"B61z600","","0","0"
"B61..11","Hodgkin lymphoma","499","8"
"B615000","Hodgkin's disease, mixed cellularity of unspecified site","1","0"
"B611200","Hodgkin's granuloma of intrathoracic lymph nodes","1","0"
"B613500","Hodgkin's, lymphocytic-histiocytic pred inguinal and leg","2","0"
"B61z.00","Hodgkin's disease NOS","224","0"
"B601500","Lymphosarcoma of lymph nodes of inguinal region and leg","2","0"
"B619.00","Mixed cellularity classical Hodgkin lymphoma","1","0"
"B620700","","0","0"
"B62y300","Malignant lymphoma NOS of intra-abdominal lymph nodes","16","0"
"B628200","Follicular lymphoma grade 3","6","0"
"B620.00","Nodular lymphoma (Brill - Symmers disease)","179","1"
"B622100","","0","0"
"B62E.00","T/NK-cell lymphoma","61","1"
"B615800","","0","0"
"B62E600","Enteropathy-associated T-cell lymphoma","7","1"
"B62Ew00","Other mature T/NK-cell lymphoma","3","0"
"B627A00","Diffuse non-Hodgkin's large cell lymphoma","102","2"
"B616100","","0","0"
"B614600","Hodgkin's nodular sclerosis of intrapelvic lymph nodes","1","0"
"B612300","Hodgkin's sarcoma of intra-abdominal lymph nodes","1","0"
"B610000","","0","0"
"B627900","Mucosa-associated lymphoma","34","0"
"B600400","","0","0"
"B614.00","Hodgkin's disease, nodular sclerosis","548","1"
"B602700","","0","0"
"B621800","Mycosis fungoides of lymph nodes of multiple sites","5","0"
"B62x200","Peripheral T-cell lymphoma","176","1"
"B627200","Follicular non-Hodgkin's large cell lymphoma","61","1"
"B602500","","0","0"
"B600200","","0","0"
"B621100","Mycosis fungoides of the lymph nodes of head, face and neck","1","0"
"B614800","Hodgkin's nodular sclerosis of lymph nodes of multiple sites","4","0"
"B612500","","0","0"
"B62F000","Small cell B-cell lymphoma","154","5"
"B627C11","Follicular lymphoma NOS","1305","4"
"B61z700","Hodgkin's disease NOS of spleen","6","0"
"B62E711","","0","0"
"B62Fy00","Other non-follicular lymphoma","4","0"
"B613.00","Hodgkin's disease, lymphocytic-histiocytic predominance","39","0"
"B611300","","0","0"
"B615100","Hodgkin's mixed cellularity of lymph nodes head, face, neck","4","0"
"B61C.00","Other classical Hodgkin lymphoma","31","0"
"B620800","Nodular lymphoma of lymph nodes of multiple sites","6","0"
"B62y400","Malignant lymphoma NOS of lymph nodes of axilla and arm","8","0"
"B628300","Follicular lymphoma grade 3a","15","0"
"B601400","Lymphosarcoma of lymph nodes of axilla and upper limb","2","0"
"B622200","","0","0"
"B613600","","0","0"
"B615z00","Hodgkin's disease, mixed cellularity NOS","24","0"
"B62E700","Subcutaneous panniculitic T-cell lymphoma","5","0"
"B627B00","Other types of follicular non-Hodgkin's lymphoma","69","1"
"B61..00","Hodgkin's disease","9897","27"
"B610100","","0","0"
"B616200","","0","0"
"B612400","","0","0"
"B602600","","0","0"
"B621z00","Mycosis fungoides NOS","34","0"
