"Code","Description","MedicalFrequency","AHDFrequency"
"4G81.00","O/E - vesical oxalate calculus","0","3"
"7B19211","Basket extraction of ureteric calculus","137","0"
"K140z00","Bladder calculus NOS","250","0"
"7B18000","Ureteroscopic laser lithotripsy of ureteric calculus","1017","0"
"4G41.00","O/E: oxalate renal calculus","8","48"
"K14z.00","Lower urinary tract calculus NOS","64","1"
"7B07.11","Nephroscopic percutaneous lithotripsy of renal calculus","72","0"
"7B0B.00","Extracorporeal shockwave lithotripsy for renal calculus","11861","0"
"7B07.12","Percutaneous lithotripsy of renal calculus","6843","0"
"7B07.13","PCNL - Percutaneous nephrolithotomy","2237","0"
"K12..00","Calculus of kidney and ureter","8261","14"
"7B0B200","ESWL for renal calculus 2 cm or more in diameter","10","0"
"K141.00","Calculus in urethra","1019","0"
"7B29000","Endoscopic litholapaxy","376","0"
"7B07200","Nephroscopy and laser lithotripsy of renal calculus","182","0"
"7B1Cz00","Extracorporeal shockwave lithotripsy ureteric calculus NOS","55","0"
"7B05700","Extended pyelolithotomy","13","0"
"7B19.00","Cystoscopic removal of ureteric calculus","629","0"
"4G44.00","O/E: cystine renal calculus","16","42"
"4G81.11","Oxalate bladder stone","14","30"
"7B19200","Cystoscopic extraction of ureteric calculus","224","0"
"7B1C100","Extracorporeal shockwave therapy for stone in upper ureter","24","0"
"K120z00","Renal calculus NOS","5446","16"
"4G4..00","O/E: renal calculus","1770","1851"
"7B19300","Cystoscopic catheter drainage for ureteric calculus","16","0"
"7B0B.11","Extracorporeal fragmentation of renal calculus","331","0"
"K12z.00","Urinary calculus NOS","6209","32"
"K140000","Calculus in diverticulum of bladder","30","0"
"K120.13","Renal stone","16024","16"
"7B07100","Nephroscopy & electrohydraulic lithotripsy of renal calculus","17","0"
"K120.12","Renal calculus","45829","41"
"K120.11","Nephrolithiasis NOS","1566","0"
"4G8Z.00","O/E - bladder calculus NOS","2","22"
"Kyu3.00","[X]Urolithiasis","115","0"
"7B07211","Endoscopic laser fragmentation of renal calculus","189","0"
"4G6..00","O/E - ureteric calculus","1039","1433"
"7B18100","Other ureteroscopic fragmentation of ureteric calculus","836","0"
"7B17011","Nephroscopic laser fragmentation of ureteric calculus","35","0"
"K112.00","Hydronephrosis with renal and ureteral calculous obstruction","268","4"
"4G4..11","O/E: kidney stone","4611","4659"
"7B17111","Other nephroscopic lithotripsy of ureteric calculus","552","0"
"7B18200","Ureteroscopic extraction of ureteric calculus","877","0"
"4G7..00","O/E - urethral calculus","30","58"
"K120.00","Calculus of kidney","12754","11"
"7B25011","Vesicolithotomy","36","0"
"7B29100","Other endoscopic extraction of bladder calculus","214","0"
"7B05000","Unspecified open removal of calculus from kidney","887","0"
"7B07300","Percutaneous nephrolithotomy without disintegration","66","0"
"4G82.00","O/E-vesical uric acid calculus","0","126"
"7B1C.00","Extracorporeal shockwave lithotripsy of ureteric calculus","3403","0"
"7B05800","Simple nephrolithotomy","1370","1"
"7B17000","Nephroscopic laser lithotripsy of ureteric calculus","340","0"
"7B1C200","Extracorporeal shockwave lithotripsy for stone in mid-ureter","9","0"
"7B42400","Open extraction of calculus from urethra","7","0"
"7B17100","Other nephroscopic fragmentation of ureteric calculus","186","0"
"7B19400","Cystoscopic dilation of ureter for drainage of calculus","45","0"
"7B19y00","Other specified cystoscopic removal of ureteric calculus","11","0"
"7B15200","Upper third ureterolithotomy","49","0"
"7B07.00","Percutaneous renal stone surgery","2464","0"
"7B25000","Open removal of bladder calculus","244","0"
"7B07311","","0","0"
"4G82.11","Uric acid bladder stone","26","40"
"K100600","Calculous pyelonephritis","306","0"
"4G43.00","O/E: uric acid renal calculus","18","66"
"7B18.00","Ureteroscopic operations for ureteric calculus","3744","0"
