"Code","Description","MedicalFrequency","AHDFrequency"
"SP08500","Heart-lung transplant failure and rejection","7","0"
"G580400","Congestive heart failure due to valvular disease","84","1"
"7933z00","Transluminal heart assist operation NOS","2","0"
"1O1..00","Heart failure confirmed","8743","85"
"G580000","Acute congestive heart failure","990","65"
"G584.00","Right ventricular failure","223","6"
"14S3.00","H/O: heart recipient","14","0"
"G581.13","Impaired left ventricular function","9432","1"
"793L.00","Open heart assist operations","2","0"
"G581.12","Pulmonary oedema - acute","420","0"
"662f.00","New York Heart Association classification - class I","5327","2"
"H541.00","Pulmonary congestion","5003","41"
"679W100","Education about deteriorating heart failure","0","1"
"TB00000","Heart transplant with complication, without blame","9","0"
"G554000","Congestive cardiomyopathy","520","12"
"8Hk0.00","Referred to heart failure education group","28","0"
"G581.00","Left ventricular failure","160220","1656"
"G210100","Malignant hypertensive heart disease with CCF","1","0"
"7900.00","Transplantation of heart and lung","201","1"
"388D.00","New York Heart Assoc classification heart failure symptoms","420","2023"
"G58..11","Cardiac failure","9228","642"
"7901y00","Other specified other transplantation of heart","5","0"
"G58z.00","Heart failure NOS","13898","106"
"8HBE.00","Heart failure follow-up","13019","0"
"2JZ..00","On optimal heart failure therapy","2","0"
"585g.00","Echocardiogram shows left ventricular diastolic dysfunction","1257","2880"
"7933000","Transluminal insertion of pulsation balloon into aorta","27","0"
"793Lz00","Open heart assist operations NOS","1","0"
"7933400","Implantation of ventricular assist device","17","0"
"7933y00","","0","0"
"ZV45M00","[V]Biventricular pacemaker in situ","547","0"
"G41z.11","Chronic cor pulmonale","6506","82"
"7901000","Allotransplantation of heart NEC","366","0"
"G58..00","Heart failure","102237","1301"
"G583.11","HFNEF - heart failure with normal ejection fraction","98","0"
"G580100","Chronic congestive heart failure","1481","19"
"G583.12","Heart failure with preserved ejection fraction","186","0"
"G58z.11","Weak heart","87","1"
"G58z.12","Cardiac failure NOS","679","70"
"SP11200","Cardiorespiratory failure as a complication of care","2","0"
"14T7.00","H/O: artificial heart","2","0"
"662i.00","New York Heart Association classification - class IV","481","2"
"G210.00","Malignant hypertensive heart disease","30","0"
"8Hg8.00","Discharge from practice nurse heart failure clinic","4","0"
"H541z00","Pulmonary oedema NOS","10394","325"
"G580.13","Right ventricular failure","536","7"
"G583.00","Heart failure with normal ejection fraction","394","0"
"8H2S.00","Admit heart failure emergency","371","0"
"G580.14","Biventricular failure","1292","32"
"G580.11","Congestive cardiac failure","77251","2124"
"G580.12","Right heart failure","1204","17"
"7901z00","Other transplantation of heart NOS","43","0"
"7901500","Revision of transplantation of heart NEC","3","0"
"8HgD.00","Discharge from heart failure nurse service","68","0"
"7937900","Implantation of biventricular cardiac pacemaker system","268","0"
"H584z00","Acute pulmonary oedema NOS","547","3"
"G234.00","Hyperten heart&renal dis+both(congestv)heart and renal fail","6","0"
"662T.00","Congestive heart failure monitoring","10954","29"
"793Ly00","","0","0"
"7933700","Implantation of biventricular assist device","19","0"
"7901100","Xenotransplantation of heart","7","0"
"793L000","Open implantation of ventricular assist device","33","0"
"G580200","Decompensated cardiac failure","1061","17"
"8HTL.00","Referral to heart failure clinic","1718","0"
"G580.00","Congestive heart failure","173021","1911"
"7900y00","","0","0"
"8IE1.00","Referral to heart failure exercise programme declined","347","0"
"H541000","Chronic pulmonary oedema","74","1"
"23E1.00","O/E - pulmonary oedema","3604","110"
"8B29.00","Cardiac failure therapy","1101","0"
"G5yy900","Left ventricular systolic dysfunction","23012","106"
"R2y1000","[D]Cardiorespiratory failure","392","93"
"7936000","Implantation of intravenous cardiac pacemaker system","21462","29"
"G21z100","Hypertensive heart disease NOS with CCF","89","0"
"661M500","Heart failure self-management plan agreed","95","0"
"662W.00","Heart failure annual review","11338","0"
"7900000","Allotransplantation of heart and lung","1","0"
"G581000","Acute left ventricular failure","1742","74"
"G5yyA00","Left ventricular diastolic dysfunction","1909","2"
"662g.00","New York Heart Association classification - class II","9081","6"
"G1yz100","Rheumatic left ventricular failure","154","12"
