"Code","Description","MedicalFrequency","AHDFrequency"
"G64..00","Cerebral arterial occlusion","23170","117"
"661M700","Stroke self-management plan agreed","8","0"
"Fyu5500","[X]Other transnt cerebral ischaemic attacks+related syndroms","43","0"
"Gyu6300","[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs","110","0"
"G652.00","Subclavian steal syndrome","494","0"
"Gyu6000","[X]Subarachnoid haemorrhage from other intracranial arteries","3","0"
"G600.00","Ruptured berry aneurysm","344","35"
"14AK.00","H/O: Stroke in last year","95","1"
"G66..00","Stroke and cerebrovascular accident unspecified","223734","2641"
"G617.00","Intracerebral haemorrhage, intraventricular","715","6"
"G655.00","Transient global amnesia","2010","0"
"G65z000","Impending cerebral ischaemia","50","0"
"G65zz00","Transient cerebral ischaemia NOS","12109","2"
"G676000","Cereb infarct due cerebral venous thrombosis, nonpyogenic","307","2"
"ZLEP.00","Discharge from stroke serv","237","0"
"G651000","Vertebro-basilar artery syndrome","1123","0"
"G66..12","Stroke unspecified","7099","55"
"G605.00","Subarachnoid haemorrhage from basilar artery","55","2"
"G66..13","CVA - Cerebrovascular accident unspecified","17354","355"
"G64z200","Left sided cerebral infarction","2555","14"
"8HBJ.00","Stroke / transient ischaemic attack referral","29826","11"
"G66..11","CVA unspecified","116857","2100"
"G64z.00","Cerebral infarction NOS","30279","448"
"14AB000","H/O amaurosis fugax","745","0"
"G640.00","Cerebral thrombosis","3635","39"
"G661.00","Anterior cerebral artery syndrome","363","0"
"G612.00","Basal nucleus haemorrhage","158","1"
"Fyu5600","[X]Other lacunar syndromes","62","0"
"ZV12D00","[V]Personal history of transient ischaemic attack","356","0"
"Gyu6400","[X]Other cerebral infarction","678","0"
"Gyu6100","[X]Other subarachnoid haemorrhage","6","0"
"G61X000","Left sided intracerebral haemorrhage, unspecified","221","2"
"G606.00","Subarachnoid haemorrhage from vertebral artery","11","0"
"G650.00","Basilar artery syndrome","988","0"
"G61..00","Intracerebral haemorrhage","15073","695"
"G667.00","Left sided CVA","6111","7"
"G64z.11","Brainstem infarction NOS","313","0"
"14A7.12","H/O: stroke","9926","111"
"14A7.11","H/O: CVA","10702","49"
"G64z.12","Cerebellar infarction","6879","96"
"G664.00","Cerebellar stroke syndrome","1494","5"
"G611.00","Internal capsule haemorrhage","247","2"
"661N700","Stroke self-management plan review","3","0"
"G641000","Cerebral infarction due to embolism of cerebral arteries","229","0"
"8Hd6.00","Admission to stroke unit","138","0"
"G60X.00","Subarachnoid haemorrh from intracranial artery, unspecif","199","18"
"G619.00","Lobar cerebral haemorrhage","110","0"
"G61z.00","Intracerebral haemorrhage NOS","1729","35"
"G603.00","Subarachnoid haemorrhage from anterior communicating artery","148","0"
"ZV12512","[V]Personal history of cerebrovascular accident (CVA)","741","1"
"G6...00","Cerebrovascular disease","160609","2196"
"ZV12511","[V]Personal history of stroke","723","5"
"G653.00","Carotid artery syndrome hemispheric","77","0"
"G650.11","Insufficiency - basilar artery","3751","1"
"G64z100","Wallenberg syndrome","37","0"
"G61..11","CVA - cerebrovascular accid due to intracerebral haemorrhage","11766","322"
"G61..12","Stroke due to intracerebral haemorrhage","2195","70"
"Gyu6E00","[X]Subarachnoid haemorrh from intracranial artery, unspecif","3","0"
"14A7.00","H/O: CVA/stroke","11407","10"
"G614.00","Pontine haemorrhage","318","16"
"G6W..00","Cereb infarct due unsp occlus/stenos precerebr arteries","476","3"
"G65y.00","Other transient cerebral ischaemia","305","2"
"G656.00","Vertebrobasilar insufficiency","1963","0"
"Gyu6500","[X]Occlusion and stenosis of other precerebral arteries","16","0"
"8HTQ.00","Referral to stroke clinic","23059","0"
