"Code","Description","MedicalFrequency","AHDFrequency"
"J12y100","Unspecified duodenal ulcer with haemorrhage","655","5"
"J130200","Acute peptic ulcer with perforation","716","1"
"7627z00","Operation on duodenal ulcer NOS","83","0"
"J130.00","Acute peptic ulcer","261","0"
"J17y800","Healed gastric ulcer leaving a scar","284","0"
"J124.00","Recurrent duodenal ulcer","562","1"
"J120000","Acute duodenal ulcer without mention of complication","301","0"
"J11y.00","Unspecified gastric ulcer","133","0"
"J120400","Acute duodenal ulcer with obstruction","4","0"
"J121211","Perforated chronic duodenal ulcer","2097","45"
"J12yz00","Unspecified duodenal ulcer NOS","103","0"
"J113.00","Non steroidal anti inflammatory drug induced gastric ulcer","53","0"
"J120y00","Acute duodenal ulcer unspecified","41","0"
"J13y300","Unspecified peptic ulcer with haemorrhage and perforation","1","0"
"J111300","Chronic gastric ulcer with haemorrhage and perforation","4","0"
"J14y100","Unspecified gastrojejunal ulcer with haemorrhage","2","0"
"J12z.00","Duodenal ulcer NOS","8700","7"
"ZV12C00","[V] Personal history of gastric ulcer","78","0"
"J112z00","Anti-platelet induced gastric ulcer NOS","1","0"
"J121100","Chronic duodenal ulcer with haemorrhage","353","1"
"761Jy00","Other specified operation on gastric ulcer","21","0"
"J121z00","Chronic duodenal ulcer NOS","1199","0"
"J11y200","Unspecified gastric ulcer with perforation","36","1"
"J110.00","Acute gastric ulcer","365","2"
"J110200","Acute gastric ulcer with perforation","478","4"
"J12y000","Unspecified duodenal ulcer without mention of complication","73","0"
"J13..00","Peptic ulcer - (PU) site unspecified","26591","83"
"J130100","Acute peptic ulcer with haemorrhage","120","1"
"J12y400","Unspecified duodenal ulcer with obstruction","4","0"
"J122.00","Duodenal ulcer disease","264","0"
"J130z00","Acute peptic ulcer NOS","278","1"
"J111y00","Chronic gastric ulcer unspecified","12","0"
"J12yy00","Unspec duodenal ulcer; unspec haemorrhage and/or perforation","4","0"
"761J000","Closure of perforated gastric ulcer","802","2"
"J121111","Bleeding chronic duodenal ulcer","532","15"
"J140300","Acute gastrojejunal ulcer with haemorrhage and perforation","1","0"
"J120300","Acute duodenal ulcer with haemorrhage and perforation","24","1"
"7612500.0","","0","0"
"J13y.00","Unspecified peptic ulcer","145","0"
"J13y200","Unspecified peptic ulcer with perforation","30","1"
"J111400","Chronic gastric ulcer with obstruction","5","0"
"7627.00","Operations on duodenal ulcer","714","2"
"J111000","Chronic gastric ulcer without mention of complication","46","0"
"J13..11","Stress ulcer NOS","750","4"
"J125.00","Anti-platelet induced duodenal ulcer","5","0"
"761J111","Suture of ulcer of stomach NEC","2","0"
"J121000","Chronic duodenal ulcer without mention of complication","249","0"
"14C1.00","H/O: peptic ulcer","12864","4"
"J11z.00","Gastric ulcer NOS","2802","0"
"7627200.0","","0","0"
"J121400","Chronic duodenal ulcer with obstruction","14","0"
"7627000.0","","0","0"
"761Jz00","Operation on gastric ulcer NOS","23","1"
"J121y00","Chronic duodenal ulcer unspecified","62","0"
"J13z.00","Peptic ulcer NOS","4917","10"
"J112.00","Anti-platelet induced gastric ulcer","4","0"
"J11y100","Unspecified gastric ulcer with haemorrhage","25","3"
"J131.00","Chronic peptic ulcer","129","0"
"J131200","Chronic peptic ulcer with perforation","12","0"
"J111111","Bleeding chronic gastric ulcer","64","1"
"J110300","Acute gastric ulcer with haemorrhage and perforation","9","0"
"J11yz00","Unspecified gastric ulcer NOS","94","0"
"J130000","Acute peptic ulcer without mention of complication","17","0"
"J130y00","Acute peptic ulcer unspecified","7","0"
"J111z00","Chronic gastric ulcer NOS","167","0"
"J12y300","Unspecified duodenal ulcer with haemorrhage and perforation","1","0"
"J120.00","Acute duodenal ulcer","758","4"
"761J100","Closure of gastric ulcer NEC","24","0"
"14C1.11","H/O: duodenal ulcer","4198","11"
"14C1.12","H/O: gastric ulcer","1682","6"
"J11z.12","Multiple gastric ulcers","191","1"
"J11z.11","Gastric erosions","8107","35"
"J120200","Acute duodenal ulcer with perforation","1493","6"
"J140200","Acute gastrojejunal ulcer with perforation","2","0"
"J13y100","Unspecified peptic ulcer with haemorrhage","17","1"
"J140.00","Acute gastrojejunal ulcer","11","0"
"J111100","Chronic gastric ulcer with haemorrhage","96","1"
"J13yz00","Unspecified peptic ulcer NOS","52","0"
